Created with UCDetector 2.0.0	2025-07-17 13:00:59	http://www.ucdetector.org/	Created by class: org.ucdetector.report.TextReport	
net.minecraft.src.WorldGenCanopyTree.<init>(WorldGenCanopyTree.java:5)	Class "WorldGenCanopyTree" has 0 references	WorldGenCanopyTree	org.ucdetector.analyzeMarkerReference	
net.minecraft.src.ModelLargeChest.<init>(ModelLargeChest.java:3)	Change visibility of Class "ModelLargeChest" to default - May cause compile errors!	ModelLargeChest	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.EntityAIArrowAttack.<init>(EntityAIArrowAttack.java:3)	Change visibility of Class "EntityAIArrowAttack" to default - May cause compile errors!	EntityAIArrowAttack	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.EntityAIArrowAttack.EntityAIArrowAttack(EntityAIArrowAttack.java:13)	Change visibility of Constructor "EntityAIArrowAttack.EntityAIArrowAttack(EntityLiving,float,int,int)" to default	EntityAIArrowAttack.EntityAIArrowAttack(EntityLiving,float,int,int)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.EntityAIArrowAttack.worldObj(EntityAIArrowAttack.java:4)	Change visibility of Field "EntityAIArrowAttack.worldObj" to private	EntityAIArrowAttack.worldObj	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.EntityAIArrowAttack.entityHost(EntityAIArrowAttack.java:5)	Change visibility of Field "EntityAIArrowAttack.entityHost" to private	EntityAIArrowAttack.entityHost	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.EntityAIArrowAttack.attackTarget(EntityAIArrowAttack.java:6)	Change visibility of Field "EntityAIArrowAttack.attackTarget" to private	EntityAIArrowAttack.attackTarget	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.EntityAIArrowAttack.rangedAttackTime(EntityAIArrowAttack.java:7)	Change visibility of Field "EntityAIArrowAttack.rangedAttackTime" to private	EntityAIArrowAttack.rangedAttackTime	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.EntityAIArrowAttack.field_48370_e(EntityAIArrowAttack.java:8)	Change visibility of Field "EntityAIArrowAttack.field_48370_e" to private	EntityAIArrowAttack.field_48370_e	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.EntityAIArrowAttack.field_48367_f(EntityAIArrowAttack.java:9)	Change visibility of Field "EntityAIArrowAttack.field_48367_f" to private	EntityAIArrowAttack.field_48367_f	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.EntityAIArrowAttack.rangedAttackID(EntityAIArrowAttack.java:10)	Change visibility of Field "EntityAIArrowAttack.rangedAttackID" to private	EntityAIArrowAttack.rangedAttackID	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.EntityAIArrowAttack.maxRangedAttackTime(EntityAIArrowAttack.java:11)	Change visibility of Field "EntityAIArrowAttack.maxRangedAttackTime" to private	EntityAIArrowAttack.maxRangedAttackTime	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.EntityDiggingFX.<init>(EntityDiggingFX.java:6)	Change visibility of Class "EntityDiggingFX" to default - May cause compile errors!	EntityDiggingFX	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.EntityDiggingFX.EntityDiggingFX(EntityDiggingFX.java:9)	Change visibility of Constructor "EntityDiggingFX.EntityDiggingFX(World,double,double,double,double,*,*,*,*,*)" to default	EntityDiggingFX.EntityDiggingFX(World,double,double,double,double,*,*,*,*,*)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.EntityDiggingFX.func_4041_a(EntityDiggingFX.java:18)	Change visibility of Method "EntityDiggingFX.func_4041_a(int,int,int)" to default	EntityDiggingFX.func_4041_a(int,int,int)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.BlockButton.<init>(BlockButton.java:5)	Change visibility of Class "BlockButton" to default - May cause compile errors!	BlockButton	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.TexturePackDefault.<init>(TexturePackDefault.java:11)	Change visibility of Class "TexturePackDefault" to default - May cause compile errors!	TexturePackDefault	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.Vec3Pool.<init>(Vec3Pool.java:6)	Change visibility of Class "Vec3Pool" to default - May cause compile errors!	Vec3Pool	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.Vec3Pool.Vec3Pool(Vec3Pool.java:16)	Change visibility of Constructor "Vec3Pool.Vec3Pool(int,int)" to default	Vec3Pool.Vec3Pool(int,int)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.Vec3Pool.getVecFromPool(Vec3Pool.java:24)	Change visibility of Method "Vec3Pool.getVecFromPool(double,double,double)" to default	Vec3Pool.getVecFromPool(double,double,double)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.Vec3Pool.clear(Vec3Pool.java:43)	Method "Vec3Pool.clear()" has 0 references	Vec3Pool.clear()	org.ucdetector.analyzeMarkerReference	
net.minecraft.src.Vec3Pool.clearAndFreeCache(Vec3Pool.java:62)	Method "Vec3Pool.clearAndFreeCache()" has 0 references	Vec3Pool.clearAndFreeCache()	org.ucdetector.analyzeMarkerReference	
net.minecraft.src.EntityFallingSand.<init>(EntityFallingSand.java:3)	Change visibility of Class "EntityFallingSand" to default - May cause compile errors!	EntityFallingSand	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.EntityFallingSand.EntityFallingSand(EntityFallingSand.java:7)	Constructor "EntityFallingSand.EntityFallingSand(World)" has 0 references	EntityFallingSand.EntityFallingSand(World)	org.ucdetector.analyzeMarkerReference	
net.minecraft.src.EntityFallingSand.EntityFallingSand(EntityFallingSand.java:11)	Change visibility of Constructor "EntityFallingSand.EntityFallingSand(World,double,double,double,int)" to default	EntityFallingSand.EntityFallingSand(World,double,double,double,int)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.EntityFallingSand.blockID(EntityFallingSand.java:4)	Change visibility of Field "EntityFallingSand.blockID" to default	EntityFallingSand.blockID	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.EntityFallingSand.fallTime(EntityFallingSand.java:5)	Change visibility of Field "EntityFallingSand.fallTime" to private	EntityFallingSand.fallTime	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.GuiYesNoAlpha.<init>(GuiYesNoAlpha.java:3)	Change visibility of Class "GuiYesNoAlpha" to default - May cause compile errors!	GuiYesNoAlpha	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.GuiYesNoAlpha.GuiYesNoAlpha(GuiYesNoAlpha.java:9)	Change visibility of Constructor "GuiYesNoAlpha.GuiYesNoAlpha(GuiDeleteWorldAlpha,String,String,*)" to default	GuiYesNoAlpha.GuiYesNoAlpha(GuiDeleteWorldAlpha,String,String,*)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.GuiTextField.<init>(GuiTextField.java:5)	Change visibility of Class "GuiTextField" to default - May cause compile errors!	GuiTextField	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.GuiTextField.GuiTextField(GuiTextField.java:28)	Change visibility of Constructor "GuiTextField.GuiTextField(FontRenderer,int,int,int,int)" to default	GuiTextField.GuiTextField(FontRenderer,int,int,int,int)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.GuiTextField.updateCursorCounter(GuiTextField.java:36)	Change visibility of Method "GuiTextField.updateCursorCounter()" to default	GuiTextField.updateCursorCounter()	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.GuiTextField.func_50039_c(GuiTextField.java:54)	Change visibility of Method "GuiTextField.func_50039_c()" to private	GuiTextField.func_50039_c()	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.GuiTextField.func_50031_b(GuiTextField.java:60)	Change visibility of Method "GuiTextField.func_50031_b(String)" to default	GuiTextField.func_50031_b(String)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.GuiTextField.func_50021_a(GuiTextField.java:87)	Change visibility of Method "GuiTextField.func_50021_a(int)" to default	GuiTextField.func_50021_a(int)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.GuiTextField.func_50020_b(GuiTextField.java:97)	Change visibility of Method "GuiTextField.func_50020_b(int)" to default	GuiTextField.func_50020_b(int)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.GuiTextField.func_50028_c(GuiTextField.java:123)	Change visibility of Method "GuiTextField.func_50028_c(int)" to default	GuiTextField.func_50028_c(int)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.GuiTextField.func_50024_a(GuiTextField.java:127)	Change visibility of Method "GuiTextField.func_50024_a(int,int)" to private	GuiTextField.func_50024_a(int,int)	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.GuiTextField.func_50023_d(GuiTextField.java:157)	Change visibility of Method "GuiTextField.func_50023_d(int)" to private	GuiTextField.func_50023_d(int)	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.GuiTextField.setCursorPositionZero(GuiTextField.java:175)	Change visibility of Method "GuiTextField.setCursorPositionZero()" to private	GuiTextField.setCursorPositionZero()	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.GuiTextField.setCursorPositionEnd(GuiTextField.java:179)	Change visibility of Method "GuiTextField.setCursorPositionEnd()" to private	GuiTextField.setCursorPositionEnd()	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.GuiTextField.textboxKeyTyped(GuiTextField.java:183)	Change visibility of Method "GuiTextField.textboxKeyTyped(char,int)" to default	GuiTextField.textboxKeyTyped(char,int)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.GuiTextField.mouseClicked(GuiTextField.java:276)	Change visibility of Method "GuiTextField.mouseClicked(int,int,int)" to default	GuiTextField.mouseClicked(int,int,int)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.GuiTextField.drawTextBox(GuiTextField.java:295)	Change visibility of Method "GuiTextField.drawTextBox()" to default	GuiTextField.drawTextBox()	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.GuiTextField.func_50032_g(GuiTextField.java:424)	Change visibility of Method "GuiTextField.func_50032_g(int)" to private	GuiTextField.func_50032_g(int)	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.GuiTextField.func_73778_q(GuiTextField.java:468)	Method "GuiTextField.func_73778_q()" has 0 references	GuiTextField.func_73778_q()	org.ucdetector.analyzeMarkerReference	
net.minecraft.src.GuiTextField.func_73790_e(GuiTextField.java:472)	Change visibility of Method "GuiTextField.func_73790_e(boolean)" to default	GuiTextField.func_73790_e(boolean)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.BlockPumpkin.<init>(BlockPumpkin.java:3)	Change visibility of Class "BlockPumpkin" to default - May cause compile errors!	BlockPumpkin	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.GuiParticle.<init>(GuiParticle.java:10)	Change visibility of Class "GuiParticle" to default - May cause compile errors!	GuiParticle	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.GuiParticle.GuiParticle(GuiParticle.java:14)	Change visibility of Constructor "GuiParticle.GuiParticle(Minecraft)" to default	GuiParticle.GuiParticle(Minecraft)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.GuiParticle.draw(GuiParticle.java:30)	Change visibility of Method "GuiParticle.draw(float)" to default	GuiParticle.draw(float)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.MusInputStream.buffer(MusInputStream.java:10)	Change visibility of Field "MusInputStream.buffer" to private	MusInputStream.buffer	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.MusInputStream.codec(MusInputStream.java:11)	Change visibility of Field "MusInputStream.codec" to private	MusInputStream.codec	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.MusInputStream.codec(MusInputStream.java:11)	Field "MusInputStream.codec" is never read	MusInputStream.codec	org.ucdetector.analyzeMarkerReference	
net.minecraft.src.RecipesCrafting.<init>(RecipesCrafting.java:3)	Change visibility of Class "RecipesCrafting" to default - May cause compile errors!	RecipesCrafting	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.RecipesCrafting.addRecipes(RecipesCrafting.java:4)	Change visibility of Method "RecipesCrafting.addRecipes(CraftingManager)" to default	RecipesCrafting.addRecipes(CraftingManager)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.EntityRenderer.disableLightmap(EntityRenderer.java:447)	Change visibility of Method "EntityRenderer.disableLightmap(double)" to default	EntityRenderer.disableLightmap(double)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.EntityRenderer.enableLightmap(EntityRenderer.java:453)	Change visibility of Method "EntityRenderer.enableLightmap(double)" to default	EntityRenderer.enableLightmap(double)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.EntityRenderer.renderWorld(EntityRenderer.java:615)	Change visibility of Method "EntityRenderer.renderWorld(float,long)" to private	EntityRenderer.renderWorld(float,long)	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.EntityRenderer.renderRainSnow(EntityRenderer.java:859)	Change visibility of Method "EntityRenderer.renderRainSnow(float)" to private	EntityRenderer.renderRainSnow(float)	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.EntityRenderer.setupOverlayRendering(EntityRenderer.java:1005)	Change visibility of Method "EntityRenderer.setupOverlayRendering()" to default	EntityRenderer.setupOverlayRendering()	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.EntityRenderer.anaglyphEnable(EntityRenderer.java:17)	Change visibility of Field "EntityRenderer.anaglyphEnable" to default	EntityRenderer.anaglyphEnable	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.EntityRenderer.anaglyphField(EntityRenderer.java:18)	Change visibility of Field "EntityRenderer.anaglyphField" to default	EntityRenderer.anaglyphField	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.EntityRenderer.lightmapTexture(EntityRenderer.java:41)	Change visibility of Field "EntityRenderer.lightmapTexture" to private	EntityRenderer.lightmapTexture	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.EntityRenderer.torchFlickerX(EntityRenderer.java:52)	Change visibility of Field "EntityRenderer.torchFlickerX" to private	EntityRenderer.torchFlickerX	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.EntityRenderer.torchFlickerDX(EntityRenderer.java:53)	Change visibility of Field "EntityRenderer.torchFlickerDX" to private	EntityRenderer.torchFlickerDX	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.EntityRenderer.torchFlickerY(EntityRenderer.java:54)	Change visibility of Field "EntityRenderer.torchFlickerY" to private	EntityRenderer.torchFlickerY	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.EntityRenderer.torchFlickerDY(EntityRenderer.java:55)	Change visibility of Field "EntityRenderer.torchFlickerDY" to private	EntityRenderer.torchFlickerDY	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.EntityRenderer.rainXCoords(EntityRenderer.java:58)	Change visibility of Field "EntityRenderer.rainXCoords" to private	EntityRenderer.rainXCoords	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.EntityRenderer.rainYCoords(EntityRenderer.java:59)	Change visibility of Field "EntityRenderer.rainYCoords" to private	EntityRenderer.rainYCoords	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.EntityRenderer.field_1394_b(EntityRenderer.java:60)	Field "EntityRenderer.field_1394_b" has 0 references	EntityRenderer.field_1394_b	org.ucdetector.analyzeMarkerReference	
net.minecraft.src.EntityRenderer.field_1393_c(EntityRenderer.java:61)	Field "EntityRenderer.field_1393_c" has 0 references	EntityRenderer.field_1393_c	org.ucdetector.analyzeMarkerReference	
net.minecraft.src.EntityRenderer.fogColorBuffer(EntityRenderer.java:62)	Change visibility of Field "EntityRenderer.fogColorBuffer" to private	EntityRenderer.fogColorBuffer	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.EntityRenderer.fogColorRed(EntityRenderer.java:63)	Change visibility of Field "EntityRenderer.fogColorRed" to private	EntityRenderer.fogColorRed	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.EntityRenderer.fogColorGreen(EntityRenderer.java:64)	Change visibility of Field "EntityRenderer.fogColorGreen" to private	EntityRenderer.fogColorGreen	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.EntityRenderer.fogColorBlue(EntityRenderer.java:65)	Change visibility of Field "EntityRenderer.fogColorBlue" to private	EntityRenderer.fogColorBlue	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.EntityRenderer.debugViewDirection(EntityRenderer.java:68)	Change visibility of Field "EntityRenderer.debugViewDirection" to private	EntityRenderer.debugViewDirection	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.minecraft.src.GuiTexturePacks.<init>(GuiTexturePacks.java:10)	Change visibility of Class "GuiTexturePacks" to default - May cause compile errors!	GuiTexturePacks	org.ucdetector.analyzeMarkerVisibilityDefault	
net.minecraft.src.GuiTexturePacks.GuiTexturePacks(GuiTexturePacks.java:16)	Change visibility of Constructor "GuiTexturePacks.GuiTexturePacks(GuiScreen)" to default	GuiTexturePacks.GuiTexturePacks(GuiScreen)	org.ucdetector.analyzeMarkerVisibilityDefault	
